run_accession	total_bases	total_spots	isolate	collection_date	geo_loc_name	host	biosample	library_strategy	library_selection	platform	instrument	bioproject	host_category
SRR35088923	142219755	476629	25-021927-001	2025	USA	CATTLE	SAMN50750071	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088924	147185448	493556	25-021924-006	2025	USA	CATTLE	SAMN50750070	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088925	163415610	548131	25-021924-005	2025	USA	CATTLE	SAMN50750069	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088926	148505321	498335	25-021924-004	2025	USA	CATTLE	SAMN50750068	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088927	187774629	630744	25-021924-003	2025	USA	CATTLE	SAMN50750067	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088928	167222186	561049	25-021924-002	2025	USA	CATTLE	SAMN50750066	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088929	181961758	613192	25-020560-005	2025	USA	CATTLE	SAMN50750003	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088930	179690426	604012	25-021924-001	2025	USA	CATTLE	SAMN50750065	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088931	223686974	750893	25-021921-002	2025	USA	CATTLE	SAMN50750064	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088932	221011950	742387	25-021921-001	2025	USA	CATTLE	SAMN50750063	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088933	160180616	537739	25-021919-001	2025	USA	CATTLE	SAMN50750062	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088934	124248069	417944	25-021916-004	2025	USA	CATTLE	SAMN50750061	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088935	153595915	515591	25-021916-002	2025	USA	CATTLE	SAMN50750060	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088936	217307608	729221	25-021916-001	2025	USA	CATTLE	SAMN50750059	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088937	172126776	577881	25-021913-005	2025	USA	CATTLE	SAMN50750058	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088938	143470798	480955	25-021913-001	2025	USA	CATTLE	SAMN50750057	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088939	161274803	541465	25-021906-006	2025	USA	CATTLE	SAMN50750056	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088940	156767423	526784	25-020547-002	2025	USA	CATTLE	SAMN50750002	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088941	113992440	382277	25-021906-005	2025	USA	CATTLE	SAMN50750055	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088942	153786188	515559	25-021906-004	2025	USA	CATTLE	SAMN50750054	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088943	177286824	595257	25-021906-001	2025	USA	CATTLE	SAMN50750053	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088944	117726641	394708	25-021899-002	2025	USA	CATTLE	SAMN50750052	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088945	163696307	549235	25-021899-001	2025	USA	CATTLE	SAMN50750051	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088946	110011621	368550	25-021885-003	2025	USA	CATTLE	SAMN50750050	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088947	153120279	512848	25-021885-001	2025	USA	CATTLE	SAMN50750049	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088948	126436956	423748	25-021881-001	2025	USA	CATTLE	SAMN50750048	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088949	186219737	626270	25-021877-001	2025	USA	CATTLE	SAMN50750047	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088950	188038754	632888	25-021876-003	2025	USA	CATTLE	SAMN50750046	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088951	198001486	669179	25-020434-002	2025	USA	CATTLE	SAMN50750001	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088952	155954956	524025	25-021876-002	2025	USA	CATTLE	SAMN50750045	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088953	180543951	605371	25-021876-001	2025	USA	CATTLE	SAMN50750044	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088954	162963017	547914	25-021875-001	2025	USA	CATTLE	SAMN50750043	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088955	162521499	547325	25-021873-003	2025	USA	CATTLE	SAMN50750042	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088956	216848776	735282	25-021873-002	2025	USA	CATTLE	SAMN50750041	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088957	191198302	642339	25-021872-002	2025	USA	CATTLE	SAMN50750040	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088958	196352601	660065	25-021872-001	2025	USA	CATTLE	SAMN50750039	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088959	139526535	468026	25-021870-003	2025	USA	CATTLE	SAMN50750038	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088960	136604073	459376	25-021870-002	2025	USA	CATTLE	SAMN50750037	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088961	176300500	593409	25-021870-001	2025	USA	CATTLE	SAMN50750036	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088962	166155453	558043	25-020198-002	2025	USA	CATTLE	SAMN50750000	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088963	182350471	613065	25-021646-001	2025	USA	CATTLE	SAMN50750035	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088964	212559392	714827	25-021645-002	2025	USA	CATTLE	SAMN50750034	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088965	165865528	557333	25-021507-004	2025	USA	CATTLE	SAMN50750033	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088966	186550845	628678	25-021505-005	2025	USA	CATTLE	SAMN50750032	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088967	167238648	562710	25-021505-004	2025	USA	CATTLE	SAMN50750031	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088968	111112369	373371	25-021240-002	2025	USA	CATTLE	SAMN50750030	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088969	83065528	278372	25-021240-001	2025	USA	CATTLE	SAMN50750029	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088970	173125391	582776	25-020798-001	2025	USA	CATTLE	SAMN50750028	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088971	121075511	407673	25-020790-002	2025	USA	CATTLE	SAMN50750027	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088972	174991405	588522	25-020790-001	2025	USA	CATTLE	SAMN50750026	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088973	107437178	361710	25-019909-001	2025	USA	CATTLE	SAMN50749999	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088974	100878103	338666	25-020789-002	2025	USA	CATTLE	SAMN50750025	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088975	96172263	322771	25-020789-001	2025	USA	CATTLE	SAMN50750024	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088976	197218001	664242	25-020784-013	2025	USA	CATTLE	SAMN50750023	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088977	166472781	560757	25-020784-012	2025	USA	CATTLE	SAMN50750022	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088978	165539524	557543	25-020784-010	2025	USA	CATTLE	SAMN50750021	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088979	98016130	330053	25-020784-008	2025	USA	CATTLE	SAMN50750020	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088980	166657268	561761	25-020784-004	2025	USA	CATTLE	SAMN50750019	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088981	116171136	390684	25-020773-007	2025	USA	CATTLE	SAMN50750018	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088982	121580568	407408	25-020772-001	2025	USA	CATTLE	SAMN50750017	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088983	176559447	592420	25-020771-005	2025	USA	CATTLE	SAMN50750016	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088984	193938878	653143	25-019717-009	2025	USA	CATTLE	SAMN50749998	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088985	160276248	539120	25-020771-004	2025	USA	CATTLE	SAMN50750015	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088986	115352827	386830	25-020771-003	2025	USA	CATTLE	SAMN50750014	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088987	118732716	397909	25-020771-002	2025	USA	CATTLE	SAMN50750013	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088988	171175246	576103	25-020771-001	2025	USA	CATTLE	SAMN50750012	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088989	132279726	443407	25-020766-002	2025	USA	CATTLE	SAMN50750011	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088990	114182439	384906	25-020766-001	2025	USA	CATTLE	SAMN50750010	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088991	218313719	735866	25-020652-003	2025	USA	CATTLE	SAMN50750009	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088992	166444440	560403	25-020652-002	2025	USA	CATTLE	SAMN50750008	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088993	305442942	1031119	25-020652-001	2025	USA	CATTLE	SAMN50750007	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088994	79828597	268102	25-020648-002	2025	USA	CATTLE	SAMN50750006	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088995	182385513	615429	25-019717-008	2025	USA	CATTLE	SAMN50749997	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR35088996	143106486	482525	25-019652-002	2025	USA	CATTLE	SAMN50749996	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34980096	106017602	357028	25-021064-004	2025	USA	CATTLE	SAMN50607378	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34980097	108610955	364736	25-021064-003	2025	USA	CATTLE	SAMN50607377	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34980098	89495630	301105	25-021056-007	2025	USA	CATTLE	SAMN50607376	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34980099	126917134	433892	25-020220-001	2025	USA	CATTLE	SAMN50607375	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34980100	214145207	733771	25-020204-001	2025	USA	CATTLE	SAMN50607374	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34980101	146776478	502845	25-020078-001	2025	USA	CATTLE	SAMN50607373	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913286	143440665	484536	25-020773-001	2025	USA	CATTLE	SAMN50501535	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913287	137069227	463146	25-020547-001	2025	USA	CATTLE	SAMN50501534	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913288	134120857	453081	25-020426-007	2025	USA	CATTLE	SAMN50501533	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913289	177459161	601278	25-020426-005	2025	USA	CATTLE	SAMN50501532	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913290	140332727	472526	25-020426-004	2025	USA	CATTLE	SAMN50501531	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913291	156859487	529777	25-020426-003	2025	USA	CATTLE	SAMN50501530	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913292	161111215	543995	25-020426-001	2025	USA	CATTLE	SAMN50501529	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913294	121720088	408675	25-020793-001	2025	USA	CATTLE	SAMN50501552	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913295	94988291	320259	25-020784-011	2025	USA	CATTLE	SAMN50501551	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913296	83878331	282828	25-020784-009	2025	USA	CATTLE	SAMN50501550	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913297	147255495	500698	25-020784-003	2025	USA	CATTLE	SAMN50501549	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913298	145405866	494952	25-020784-002	2025	USA	CATTLE	SAMN50501548	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913299	124637724	421100	25-020784-001	2025	USA	CATTLE	SAMN50501547	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913300	166450239	561916	25-020778-008	2025	USA	CATTLE	SAMN50501546	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913301	116906539	393254	25-020208-006	2025	USA	CATTLE	SAMN50501528	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913302	170488360	578331	25-020778-007	2025	USA	CATTLE	SAMN50501545	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913303	164651833	557091	25-020778-006	2025	USA	CATTLE	SAMN50501544	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913304	155519271	527057	25-020778-005	2025	USA	CATTLE	SAMN50501543	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913305	188805942	638661	25-020778-001	2025	USA	CATTLE	SAMN50501542	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913306	130564165	441336	25-020777-001	2025	USA	CATTLE	SAMN50501541	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913307	123826744	418627	25-020773-006	2025	USA	CATTLE	SAMN50501540	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913308	118465141	400198	25-020773-005	2025	USA	CATTLE	SAMN50501539	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913309	106082655	358295	25-020773-004	2025	USA	CATTLE	SAMN50501538	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913310	130381569	441747	25-020773-003	2025	USA	CATTLE	SAMN50501537	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913311	122549606	414269	25-020773-002	2025	USA	CATTLE	SAMN50501536	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913312	93100947	313218	25-020198-001	2025	USA	CATTLE	SAMN50501527	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34913313	124798363	418895	25-019641-002	2025	USA	CATTLE	SAMN50501526	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784287	69931343	234838	25-019718-002	2025	USA	CATTLE	SAMN50289240	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784288	78963116	264947	25-019717-007	2025	USA	CATTLE	SAMN50289239	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784289	126013732	423499	25-019710-003	2025	USA	CATTLE	SAMN50289238	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784290	55061748	184691	25-019700-003	2025	USA	CATTLE	SAMN50289237	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784291	79419219	267465	25-019663-003	2025	USA	CATTLE	SAMN50289236	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784294	66137480	222037	25-020294-001	2025	USA	CATTLE	SAMN50289274	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784295	101517842	341586	25-020224-002	2025	USA	CATTLE	SAMN50289273	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784296	104932600	353140	25-020224-001	2025	USA	CATTLE	SAMN50289272	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784297	84851684	285173	25-020217-002	2025	USA	CATTLE	SAMN50289271	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784298	80079372	269969	25-019660-007	2025	USA	CATTLE	SAMN50289235	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784299	77825807	261655	25-020216-002	2025	USA	CATTLE	SAMN50289270	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784300	108853765	366805	25-020216-001	2025	USA	CATTLE	SAMN50289269	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784301	94176380	316715	25-020215-007	2025	USA	CATTLE	SAMN50289268	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784302	92631642	311899	25-020215-004	2025	USA	CATTLE	SAMN50289267	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784303	133272651	449012	25-020215-003	2025	USA	CATTLE	SAMN50289266	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784304	110783075	373669	25-020215-001	2025	USA	CATTLE	SAMN50289265	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784305	117939618	397261	25-020208-007	2025	USA	CATTLE	SAMN50289264	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784306	92725057	312160	25-020208-005	2025	USA	CATTLE	SAMN50289263	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784307	93381536	313982	25-020208-002	2025	USA	CATTLE	SAMN50289262	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784308	118052035	398297	25-020208-001	2025	USA	CATTLE	SAMN50289261	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784309	124310912	419069	25-019658-001	2025	USA	CATTLE	SAMN50289234	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784310	77317987	260044	25-020206-006	2025	USA	CATTLE	SAMN50289260	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784311	86642791	291245	25-020206-002	2025	USA	CATTLE	SAMN50289259	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784312	87925245	296451	25-020202-002	2025	USA	CATTLE	SAMN50289258	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784313	85581205	288010	25-020202-001	2025	USA	CATTLE	SAMN50289257	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784314	122328448	411994	25-020201-002	2025	USA	CATTLE	SAMN50289256	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784315	93391125	314544	25-020201-001	2025	USA	CATTLE	SAMN50289255	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784316	107434681	361770	25-020199-001	2025	USA	CATTLE	SAMN50289254	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784317	113332193	380793	25-020195-003	2025	USA	CATTLE	SAMN50289253	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784318	101882296	343375	25-020078-002	2025	USA	CATTLE	SAMN50289252	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784319	106099010	356961	25-020073-006	2025	USA	CATTLE	SAMN50289251	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784320	101846967	342500	25-019653-003	2025	USA	CATTLE	SAMN50289233	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784321	84437113	284155	25-019924-001	2025	USA	CATTLE	SAMN50289250	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784322	74888439	252599	25-019477-004	2025	USA	CATTLE	SAMN50289249	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784323	121332131	408801	25-019018-008	2025	USA	CATTLE	SAMN50289248	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784324	89486460	300674	25-019018-002	2025	USA	CATTLE	SAMN50289247	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784325	96644537	325179	25-019010-007	2025	USA	CATTLE	SAMN50289246	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784326	98230356	330450	25-019010-006	2025	USA	CATTLE	SAMN50289245	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784327	75487617	253630	25-019010-002	2025	USA	CATTLE	SAMN50289244	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784328	122114794	410487	25-019010-001	2025	USA	CATTLE	SAMN50289243	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784329	91290672	307578	25-018995-002	2025	USA	CATTLE	SAMN50289242	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784330	114717613	386256	25-018703-003	2025	USA	CATTLE	SAMN50289241	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784331	75679116	254669	25-019650-006	2025	USA	CATTLE	SAMN50289232	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34784332	79205920	266422	25-019650-005	2025	USA	CATTLE	SAMN50289231	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712464	105404963	355156	25-019914-003	2025	USA	CATTLE	SAMN50195767	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712465	106157495	357508	25-019914-002	2025	USA	CATTLE	SAMN50195766	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712466	103963832	349743	25-019914-001	2025	USA	CATTLE	SAMN50195765	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712467	62744875	211203	25-019652-005	2025	USA	CATTLE	SAMN50195718	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712468	111761148	376329	25-019651-003	2025	USA	CATTLE	SAMN50195717	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712470	88113327	296479	25-019651-001	2025	USA	CATTLE	SAMN50195716	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712471	92130109	310809	25-019922-002	2025	USA	CATTLE	SAMN50195778	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712472	79772147	268563	25-019922-001	2025	USA	CATTLE	SAMN50195777	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712473	79521643	267572	25-019921-008	2025	USA	CATTLE	SAMN50195776	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712474	72099313	243033	25-019921-006	2025	USA	CATTLE	SAMN50195775	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712475	124330372	420030	25-019921-005	2025	USA	CATTLE	SAMN50195774	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712476	78389743	263446	25-019921-004	2025	USA	CATTLE	SAMN50195773	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712477	76404188	257245	25-019921-003	2025	USA	CATTLE	SAMN50195772	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712478	68093248	229109	25-019921-002	2025	USA	CATTLE	SAMN50195771	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712479	68784785	231126	25-019918-004	2025	USA	CATTLE	SAMN50195770	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712480	88248593	297105	25-019914-005	2025	USA	CATTLE	SAMN50195769	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712481	92938002	313231	25-019650-003	2025	USA	CATTLE	SAMN50195715	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712482	84151357	282685	25-019914-004	2025	USA	CATTLE	SAMN50195768	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712483	87887659	295744	25-019706-006	2025	USA	CATTLE	SAMN50195747	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712484	98025727	330034	25-019706-005	2025	USA	CATTLE	SAMN50195746	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
SRR34712485	106920011	359848	25-019706-004	2025	USA	CATTLE	SAMN50195745	WGS	RANDOM	ILLUMINA	NextSeq 2000	PRJNA1102327	cattle
